"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","Nivel","Operands"
"66400","Dividendos de pasivos. empresas del grupo","Dividendos de pasivos. empresas del grupo","Expense","C","No","No",,"6640","S",
"66410","Dividendos de pasivos. empresas asociadas","Dividendos de pasivos. empresas asociadas","Expense","C","No","No",,"6641","S",
"66500","Intereses por descuento de efectos en entidades de crédito del grupo","Intereses por descuento de efectos en entidades de crédito del grupo","Expense","C","No","No",,"6650","S",
"66510","Intereses por descuento de efectos en entidades de crédito asociadas","Intereses por descuento de efectos en entidades de crédito asociadas","Expense","C","No","No",,"6651","S",
"66540","Intereses por operaciones de “factoring” con entidades de crédito del grupo","Intereses por operaciones de “factoring” con entidades de crédito del grupo","Expense","C","No","No",,"6654","S",
"66550","Intereses por operaciones de “factoring” con entidades de crédito asociadas","Intereses por operaciones de “factoring” con entidades de crédito asociadas","Expense","C","No","No",,"6655","S",
"66120","Intereses de obligaciones y bonos a largo plazo. otras partes vinculadas","Intereses de obligaciones y bonos a largo plazo. otras partes vinculadas","Expense","C","No","No",,"6612","S",
"66130","Intereses de obligaciones y bonos a largo plazo. otras empresas","Intereses de obligaciones y bonos a largo plazo. otras empresas","Expense","C","No","No",,"6613","S",
"66170","Intereses de obligaciones y bonos a corto plazo. otras partes vinculadas","Intereses de obligaciones y bonos a corto plazo. otras partes vinculadas","Expense","C","No","No",,"6617","S",
"66180","Intereses de obligaciones y bonos a corto plazo. otras empresas","Intereses de obligaciones y bonos a corto plazo. otras empresas","Expense","C","No","No",,"6618","S",
"66220","Intereses de deudas. otras partes vinculadas","Intereses de deudas. otras partes vinculadas","Expense","C","No","No",,"6622","S",
"66230","Intereses de deudas con entidades de crédito","Intereses de deudas con entidades de crédito","Expense","C","No","No",,"6623","S",
"66240","Intereses de deudas. otras empresas","Intereses de deudas. otras empresas","Expense","C","No","No",,"6624","S",
"66420","Dividendos de pasivos. otras partes vinculadas","Dividendos de pasivos. otras partes vinculadas","Expense","C","No","No",,"6642","S",
"66430","Dividendos de pasivos. otras empresas","Dividendos de pasivos. otras empresas","Expense","C","No","No",,"6643","S",
"66520","Intereses por descuento de efectos en otras entidades de crédito vinculadas","Intereses por descuento de efectos en otras entidades de crédito vinculadas","Expense","C","No","No",,"6652","S",
"66530","Intereses por descuento de efectos en otras entidades de crédito","Intereses por descuento de efectos en otras entidades de crédito","Expense","C","No","No",,"6653","S",
"66560","Intereses por operaciones de “factoring” con otras entidades de crédito vinculadas","Intereses por operaciones de “factoring” con otras entidades de crédito vinculadas","Expense","C","No","No",,"6656","S",
"66570","Intereses por operaciones de “factoring” con otras entidades de crédito","Intereses por operaciones de “factoring” con otras entidades de crédito","Expense","C","No","No",,"6657","S",
"66900","Otros gastos financieros","Otros gastos financieros","Expense","C","No","No",,"6690","S",
"66000","Gastos financieros por actualización de provisiones","Gastos financieros por actualización de provisiones","Expense","C","No","No",,"6600","S",
"66300","Pérdidas de cartera de negociación","Pérdidas de cartera de negociación","Expense","C","No","No",,"6630","S",
"66310","Pérdidas de designados por la empresa","Pérdidas de designados por la empresa","Expense","C","No","No",,"6631","S",
"66330","Pérdidas de instrumentos de cobertura","Pérdidas de instrumentos de cobertura","Expense","C","No","No",,"6633","S",
"76300","Beneficios de cartera de negociación","Beneficios de cartera de negociación","Revenue","C","No","No",,"7630","S",
"76310","Beneficios de designados por la empresa","Beneficios de designados por la empresa","Revenue","C","No","No",,"7631","S",
"76330","Beneficios de instrumentos de cobertura","Beneficios de instrumentos de cobertura","Revenue","C","No","No",,"7633","S",
"66320","Pérdidas de disponibles para la venta","Pérdidas de disponibles para la venta","Expense","C","No","No",,"6632","S",
"76320","Beneficios de disponibles para la venta","Beneficios de disponibles para la venta","Revenue","C","No","No",,"7632","S",
"66800","Diferencias negativas de cambio","Diferencias negativas de cambio","Expense","C","Yes","No","B_REVALUATIONLOSS_ACCT","6680","S",
"76800","Diferencias positivas de cambio","Diferencias positivas de cambio","Revenue","C","Yes","No","B_REVALUATIONGAIN_ACCT","7680","S",
"69600","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas del grupo","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas del grupo","Expense","C","No","No",,"6960","S",
"69610","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas asociadas","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas asociadas","Expense","C","No","No",,"6961","S",
"69620","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. otras partes vinculadas","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. otras partes vinculadas","Expense","C","No","No",,"6962","S",
"69630","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. otras empresas","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. otras empresas","Expense","C","No","No",,"6963","S",
"69650","Pérdidas por deterioro en valores representativos de deuda a largo plazo. empresas del grupo","Pérdidas por deterioro en valores representativos de deuda a largo plazo. empresas del grupo","Expense","C","No","No",,"6965","S",
"69660","Pérdidas por deterioro en valores representativos de deuda a largo plazo. empresas asociadas","Pérdidas por deterioro en valores representativos de deuda a largo plazo. empresas asociadas","Expense","C","No","No",,"6966","S",
"69670","Pérdidas por deterioro en valores representativos de deuda a largo plazo. otras partes vinculadas","Pérdidas por deterioro en valores representativos de deuda a largo plazo. otras partes vinculadas","Expense","C","No","No",,"6967","S",
"69680","Pérdidas por deterioro en valores representativos de deuda a largo plazo. de otras empresas","Pérdidas por deterioro en valores representativos de deuda a largo plazo. de otras empresas","Expense","C","No","No",,"6968","S",
"69700","Pérdidas por deterioro de créditos a largo plazo. empresas del grupo","Pérdidas por deterioro de créditos a largo plazo. empresas del grupo","Expense","C","No","No",,"6970","S",
"69710","Pérdidas por deterioro de créditos a largo plazo. empresas asociadas","Pérdidas por deterioro de créditos a largo plazo. empresas asociadas","Expense","C","No","No",,"6971","S",
"69720","Pérdidas por deterioro de créditos a largo plazo. otras partes vinculadas","Pérdidas por deterioro de créditos a largo plazo. otras partes vinculadas","Expense","C","No","No",,"6972","S",
"69730","Pérdidas por deterioro de créditos a largo plazo. otras empresas","Pérdidas por deterioro de créditos a largo plazo. otras empresas","Expense","C","No","No",,"6973","S",
"69800","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas del grupo","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas del grupo","Expense","C","No","No",,"6980","S",
"69810","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas asociadas","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas asociadas","Expense","C","No","No",,"6981","S",
"69850","Pérdidas por deterioro en valores representativos de deuda a corto plazo. empresas del grupo","Pérdidas por deterioro en valores representativos de deuda a corto plazo. empresas del grupo","Expense","C","No","No",,"6985","S",
"69860","Pérdidas por deterioro en valores representativos de deuda a corto plazo. empresas asociadas","Pérdidas por deterioro en valores representativos de deuda a corto plazo. empresas asociadas","Expense","C","No","No",,"6986","S",
"69870","Pérdidas por deterioro en valores representativos de deuda a corto plazo. otras partes vinculadas","Pérdidas por deterioro en valores representativos de deuda a corto plazo. otras partes vinculadas","Expense","C","No","No",,"6987","S",
"69880","Pérdidas por deterioro en valores representativos de deuda a corto plazo. de otras empresas","Pérdidas por deterioro en valores representativos de deuda a corto plazo. de otras empresas","Expense","C","No","No",,"6988","S",
"69900","Pérdidas por deterioro de créditos a corto plazo. empresas del grupo","Pérdidas por deterioro de créditos a corto plazo. empresas del grupo","Expense","C","No","No",,"6990","S",
"69910","Pérdidas por deterioro de créditos a corto plazo. empresas asociadas","Pérdidas por deterioro de créditos a corto plazo. empresas asociadas","Expense","C","No","No",,"6991","S",
"69920","Pérdidas por deterioro de créditos a corto plazo. otras partes vinculadas","Pérdidas por deterioro de créditos a corto plazo. otras partes vinculadas","Expense","C","No","No",,"6992","S",
"69930","Pérdidas por deterioro de créditos a corto plazo. otras empresas","Pérdidas por deterioro de créditos a corto plazo. otras empresas","Expense","C","No","No",,"6993","S",
